Member_ID,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,Age_Range,Generation,MOBILE_NO,UUID,Total_point,FirstPurchaseDate
M001501,Margaret,Johnson,F,1975-11-09,45-54,Gen X,0882978870,22354586-2359,4020,2021-08-13
M001502,Patricia,Martinez,F,1976-02-29,45-54,Gen X,0853335214,51582474-8392,3548,2025-07-04
M001503,Matthew,Williams,M,1968-04-08,55+,Gen X,0813789737,77953702-8281,1132,2025-03-15
M001504,Betty,Martinez,F,1981-06-15,35-44,Millennial,0897738439,16538400-5148,9595,2021-12-17
M001505,Linda,Davis,F,1987-12-22,35-44,Millennial,0815344079,48961615-6429,6991,2021-11-05
M001506,James,Davis,M,1974-11-11,45-54,Gen X,0810764034,61983019-3893,6172,2021-05-06
M001507,William,Anderson,M,1962-05-27,55+,Boomer,0876216456,40699959-8285,1902,2021-03-05
M001508,Anthony,Martinez,M,1970-03-07,55+,Gen X,0868800423,76591543-7007,7044,2021-12-17
M001509,Lisa,Rodriguez,F,1999-08-10,25-34,Gen Z,0873573301,14501241-5569,7148,2025-12-14
M001510,Michael,Johnson,M,1989-04-08,35-44,Millennial,0858001975,73703158-7575,8308,2022-03-04
M001511,David,Johnson,M,1969-12-14,55+,Gen X,0899206598,36376071-8308,8944,2023-09-09
M001512,Jennifer,Wilson,F,1963-12-17,55+,Boomer,0888130892,65466250-2898,9169,2021-04-07
M001513,Robert,Williams,M,1961-09-02,55+,Boomer,0811502382,59910011-1982,8359,2021-02-17
M001514,Nancy,Rodriguez,F,2005-10-06,18-24,Gen Z,0828396122,52886482-4992,7870,2022-04-22
M001515,Sarah,Davis,F,1993-01-22,25-34,Millennial,0833141548,62057357-9870,1161,2022-11-05
M001516,Mark,Johnson,M,1975-06-29,45-54,Gen X,0819742877,85988361-3698,4047,2024-11-12
M001517,Robert,Miller,M,2002-08-02,18-24,Gen Z,0815759135,53015114-7465,453,2022-11-24
M001518,Jessica,Davis,F,1967-11-25,55+,Gen X,0827089453,74339388-9348,6660,2022-04-20
M001519,Sarah,Wilson,F,2001-08-02,18-24,Gen Z,0890506717,14149208-7837,1086,2025-02-23
M001520,Mark,Hernandez,M,2003-09-03,18-24,Gen Z,0847230579,62783449-5601,7610,2023-05-27
M001521,Elizabeth,Anderson,F,1975-06-30,45-54,Gen X,0875469731,61820639-3248,7689,2023-02-23
M001522,Susan,Rodriguez,F,1972-05-07,45-54,Gen X,0894740493,18446908-5122,4394,2023-05-20
M001523,William,Garcia,M,1990-05-29,35-44,Millennial,0835671365,56776651-6019,3143,2023-09-22
M001524,Elizabeth,Jones,F,1967-08-15,55+,Gen X,0899883548,98464398-4085,2281,2023-04-22
M001525,Betty,Rodriguez,F,1970-10-06,55+,Gen X,0837442758,72101258-9521,2841,2021-12-24
M001526,Lisa,Brown,F,1992-05-11,25-34,Millennial,0895019446,55281312-3999,8142,2023-04-13
M001527,Betty,Jones,F,1969-07-27,55+,Gen X,0882129763,55821856-3397,4173,2025-02-09
M001528,Richard,Anderson,M,1970-08-30,55+,Gen X,0810438499,18931707-4095,4174,2024-08-18
M001529,Karen,Martinez,F,1979-12-06,45-54,Gen X,0845661812,16844169-8007,8020,2025-02-16
M001530,Jessica,Garcia,F,1998-12-31,25-34,Gen Z,0834307465,26497586-6920,892,2021-02-09
M001531,Christopher,Rodriguez,M,1989-01-08,35-44,Millennial,0822870221,66809516-4356,654,2025-01-01
M001532,William,Martinez,M,1988-10-20,35-44,Millennial,0867687134,42303559-4776,3611,2025-10-19
M001533,Karen,Garcia,F,1990-12-27,35-44,Millennial,0813080842,84317731-6189,3602,2022-07-07
M001534,David,Johnson,M,1969-05-09,55+,Gen X,0846202434,75264320-3040,1567,2022-07-08
M001535,Thomas,Martinez,M,1995-12-15,25-34,Millennial,0839573751,47509920-2759,51,2022-11-10
M001536,Nancy,Anderson,F,1967-09-04,55+,Gen X,0869883280,38640427-4804,1644,2021-07-23
M001537,Sarah,Williams,F,1981-05-06,35-44,Millennial,0861024565,13090576-9868,4451,2022-11-16
M001538,Margaret,Rodriguez,F,1984-10-02,35-44,Millennial,0812780428,76978961-9315,6355,2024-10-07
M001539,Linda,Lopez,F,2001-05-08,18-24,Gen Z,0860689240,32599802-7619,3393,2022-06-12
M001540,Elizabeth,Brown,F,1960-10-24,55+,Boomer,0840990266,60928119-8695,397,2025-04-21
M001541,Thomas,Lopez,M,2004-08-23,18-24,Gen Z,0886726438,56329832-6890,6241,2021-08-14
M001542,Jessica,Johnson,F,1978-11-07,45-54,Gen X,0856738646,40676379-5409,6006,2023-08-06
M001543,James,Anderson,M,1968-04-23,55+,Gen X,0879413354,90410541-9698,3206,2021-07-12
M001544,Mark,Brown,M,2000-03-14,25-34,Gen Z,0831307557,22398601-1820,4102,2021-09-09
M001545,Linda,Jones,F,1996-08-01,25-34,Millennial,0847381443,34967191-4753,6708,2023-03-17
M001546,James,Anderson,M,2000-04-28,25-34,Gen Z,0816998989,86854285-3882,4722,2025-08-14
M001547,James,Smith,M,1993-05-09,25-34,Millennial,0820341136,19043872-2663,4408,2022-09-04
M001548,Karen,Wilson,F,1982-12-15,35-44,Millennial,0830497544,81626275-4060,4024,2021-06-28
M001549,Mark,Jones,M,1974-03-08,45-54,Gen X,0877231416,77714151-1931,6452,2022-03-02
M001550,Linda,Anderson,F,1997-11-09,25-34,Gen Z,0891734449,59283521-5575,7576,2022-08-06
M001551,Anthony,Brown,M,1995-04-20,25-34,Millennial,0891337386,15673858-2098,6183,2022-01-10
M001552,Karen,Wilson,F,1974-04-06,45-54,Gen X,0863018273,83862129-9871,6617,2025-08-21
M001553,Margaret,Martinez,F,1969-08-24,55+,Gen X,0843746338,80259009-7679,2734,2025-08-05
M001554,James,Johnson,M,1967-09-13,55+,Gen X,0850056231,25507005-7756,6268,2024-05-12
M001555,William,Davis,M,1994-03-05,25-34,Millennial,0838933373,68456858-3411,7371,2025-12-05
M001556,Jessica,Brown,F,1997-03-04,25-34,Gen Z,0840477018,68925077-5143,7975,2024-08-23
M001557,Susan,Brown,F,1977-01-10,45-54,Gen X,0865807734,16891577-5020,2384,2021-05-12
M001558,William,Davis,M,1981-04-16,35-44,Millennial,0868167592,20485555-5816,5812,2025-09-16
M001559,Thomas,Johnson,M,1983-09-28,35-44,Millennial,0835968352,51653367-9302,2718,2021-02-05
M001560,Mary,Smith,F,1973-11-27,45-54,Gen X,0894647699,79939654-7082,395,2024-07-11
M001561,Susan,Martinez,F,1985-10-21,35-44,Millennial,0859387766,16833876-9470,9594,2021-08-25
M001562,Jessica,Wilson,F,1974-02-28,45-54,Gen X,0899431958,83549938-9289,1102,2022-07-11
M001563,Betty,Lopez,F,1965-11-04,55+,Gen X,0829320840,29087269-4216,1526,2025-07-09
M001564,Patricia,Smith,F,2003-10-07,18-24,Gen Z,0811626011,27843176-4186,6854,2025-04-14
M001565,Richard,Rodriguez,M,1969-11-09,55+,Gen X,0838268399,10076098-2085,2677,2021-05-24
M001566,Margaret,Johnson,F,1991-07-18,25-34,Millennial,0832226983,76234064-2871,1310,2024-06-20
M001567,Sarah,Jones,F,1969-06-07,55+,Gen X,0883541296,54372362-6349,8629,2022-11-22
M001568,Margaret,Martinez,F,1990-11-19,35-44,Millennial,0812983015,68233497-8919,4459,2023-09-10
M001569,Betty,Miller,F,2002-05-13,18-24,Gen Z,0850311286,44580161-2744,2424,2025-04-28
M001570,James,Davis,M,1997-01-21,25-34,Gen Z,0882774096,77893186-6947,6760,2024-07-19
M001571,Elizabeth,Johnson,F,1990-12-21,35-44,Millennial,0893625448,74582036-2086,5143,2021-07-13
M001572,Linda,Miller,F,1976-03-02,45-54,Gen X,0854799978,59711575-2937,5046,2022-08-16
M001573,Nancy,Brown,F,1980-08-08,45-54,Gen X,0841556108,48449029-4985,2701,2023-03-20
M001574,Nancy,Miller,F,2001-01-19,25-34,Gen Z,0821018586,21047495-1139,2458,2025-07-16
M001575,Mark,Wilson,M,1961-04-24,55+,Boomer,0830386018,16893126-1034,7720,2022-01-05
M001576,Susan,Hernandez,F,1962-03-28,55+,Boomer,0857949350,99396822-2433,662,2022-05-11
M001577,John,Martinez,M,2001-02-19,25-34,Gen Z,0892458452,10028603-4149,2784,2024-08-04
M001578,Nancy,Jones,F,1966-06-24,55+,Gen X,0819621170,92240163-5660,2271,2021-08-20
M001579,Linda,Hernandez,F,1961-07-01,55+,Boomer,0822901033,76627763-4666,4648,2021-07-28
M001580,Lisa,Williams,F,1961-07-22,55+,Boomer,0870734656,58150867-9337,5020,2023-11-23
M001581,Jessica,Wilson,F,1990-10-07,35-44,Millennial,0899423281,53836805-4449,3943,2024-03-23
M001582,John,Johnson,M,2002-05-15,18-24,Gen Z,0825799861,29821270-2764,7355,2022-03-24
M001583,Robert,Wilson,M,1984-03-28,35-44,Millennial,0852943014,87748344-4919,7890,2024-07-04
M001584,Betty,Brown,F,1975-04-17,45-54,Gen X,0814541408,58883349-3564,6402,2022-06-03
M001585,John,Anderson,M,1989-08-27,35-44,Millennial,0835039993,76789013-8594,6512,2023-08-05
M001586,Betty,Lopez,F,1978-04-14,45-54,Gen X,0852250180,86043568-4014,121,2022-05-14
M001587,Thomas,Garcia,M,1997-02-19,25-34,Gen Z,0828836248,42215392-9401,9894,2024-05-07
M001588,Richard,Smith,M,2005-04-21,18-24,Gen Z,0858416029,56031713-7111,5524,2021-02-16
M001589,James,Williams,M,1984-04-01,35-44,Millennial,0898404605,77777421-5480,8697,2024-09-19
M001590,Richard,Wilson,M,2003-07-22,18-24,Gen Z,0889319341,83433630-5754,8827,2024-01-10
M001591,Mary,Miller,F,1968-05-02,55+,Gen X,0818428667,73688669-7836,7594,2025-10-08
M001592,Nancy,Brown,F,1977-11-02,45-54,Gen X,0850303235,97517299-1634,3759,2025-05-13
M001593,Mary,Rodriguez,F,1992-02-22,25-34,Millennial,0839769617,70297305-4915,6504,2021-07-02
M001594,Mark,Wilson,M,1988-06-13,35-44,Millennial,0883356152,65935917-1267,8220,2023-10-22
M001595,Thomas,Martinez,M,1992-06-13,25-34,Millennial,0898756651,84136404-5711,1898,2022-07-18
M001596,Linda,Rodriguez,F,1964-12-08,55+,Boomer,0811907415,67646579-2305,5386,2022-08-01
M001597,David,Lopez,M,1989-12-18,35-44,Millennial,0898242407,49234073-5212,6808,2022-07-07
M001598,William,Johnson,M,1987-10-08,35-44,Millennial,0882788896,83642672-2123,1248,2022-02-28
M001599,James,Johnson,M,1988-12-13,35-44,Millennial,0825216365,70571332-6530,1989,2025-09-15
M001600,Thomas,Hernandez,M,1966-10-29,55+,Gen X,0821176055,57816281-2507,5787,2022-07-26
M001601,Christopher,Jones,M,2004-04-27,18-24,Gen Z,0821599659,18513830-3658,2388,2023-03-17
M001602,Thomas,Wilson,M,1965-09-22,55+,Gen X,0813998226,55658290-7377,7084,2021-09-25
M001603,Patricia,Williams,F,1993-04-30,25-34,Millennial,0895562356,74883953-2096,3715,2024-09-25
M001604,Jessica,Garcia,F,1964-09-13,55+,Boomer,0836724504,15632397-1596,7420,2022-01-19
M001605,Mary,Hernandez,F,1982-04-18,35-44,Millennial,0855462982,65771986-1121,5163,2024-02-05
M001606,Daniel,Rodriguez,M,1971-01-19,55+,Gen X,0889575745,28222781-8756,8099,2025-09-24
M001607,Jennifer,Martinez,F,2003-04-19,18-24,Gen Z,0852556000,43022604-6112,8799,2024-05-02
M001608,John,Jones,M,1964-01-10,55+,Boomer,0844665942,60946520-3507,4598,2023-07-03
M001609,Jennifer,Davis,F,1986-10-13,35-44,Millennial,0864609285,13051069-1428,4671,2023-03-23
M001610,David,Rodriguez,M,1967-05-18,55+,Gen X,0823438230,58658243-2857,1559,2023-06-11
M001611,David,Martinez,M,1992-05-19,25-34,Millennial,0820581573,41074005-1804,4530,2023-09-25
M001612,Mark,Lopez,M,1970-05-28,55+,Gen X,0883291553,49890367-5874,1645,2024-01-10
M001613,Jennifer,Hernandez,F,1984-10-29,35-44,Millennial,0816986498,28373284-2126,1545,2025-01-04
M001614,Mary,Davis,F,1982-08-21,35-44,Millennial,0882741232,24346658-5330,2601,2025-09-26
M001615,Michael,Garcia,M,1995-12-09,25-34,Millennial,0897038284,86371930-2701,275,2024-04-24
M001616,David,Lopez,M,1962-07-04,55+,Boomer,0842022542,64748819-1086,8568,2023-10-26
M001617,Thomas,Rodriguez,M,1991-02-12,35-44,Millennial,0867676460,38320949-7364,3153,2025-05-12
M001618,Richard,Martinez,M,1979-05-25,45-54,Gen X,0848609441,46152919-5080,2042,2024-05-21
M001619,Mary,Johnson,F,1980-05-18,45-54,Gen X,0835657723,43948523-3100,9447,2022-11-19
M001620,Matthew,Brown,M,1997-03-13,25-34,Gen Z,0815396384,40984920-5095,762,2021-11-13
M001621,James,Jones,M,1998-05-22,25-34,Gen Z,0810378180,97490228-4443,1814,2021-07-04
M001622,Patricia,Davis,F,1996-12-27,25-34,Millennial,0896968167,26541550-7041,5326,2024-07-22
M001623,Sarah,Hernandez,F,1993-04-22,25-34,Millennial,0829584444,37753738-7376,5786,2022-11-28
M001624,Thomas,Davis,M,1988-08-03,35-44,Millennial,0816567733,43837801-1050,7099,2024-03-02
M001625,Anthony,Davis,M,1972-10-21,45-54,Gen X,0837358925,65486192-2809,4705,2022-05-09
M001626,Richard,Wilson,M,2005-07-11,18-24,Gen Z,0881080683,18763750-8445,5699,2023-11-08
M001627,Patricia,Lopez,F,1988-07-13,35-44,Millennial,0862424760,46190400-3628,7870,2022-08-05
M001628,Mark,Brown,M,1964-07-15,55+,Boomer,0861617675,39376621-9350,2370,2021-05-24
M001629,Karen,Jones,F,1962-01-30,55+,Boomer,0846482003,98354700-9462,5082,2024-01-03
M001630,James,Jones,M,1989-11-09,35-44,Millennial,0899717427,84619451-9682,2997,2024-09-01
M001631,John,Garcia,M,1961-06-11,55+,Boomer,0866334691,86229101-6591,23,2024-04-06
M001632,Anthony,Jones,M,1978-11-09,45-54,Gen X,0846499378,88677406-4268,6585,2025-10-19
M001633,Jennifer,Miller,F,1975-05-03,45-54,Gen X,0836342744,42867782-6320,750,2023-06-16
M001634,Christopher,Garcia,M,1974-11-22,45-54,Gen X,0867824109,85488785-1269,1249,2021-10-05
M001635,Richard,Anderson,M,2003-11-27,18-24,Gen Z,0872690802,65346005-9765,1189,2021-11-18
M001636,Betty,Williams,F,1991-11-25,25-34,Millennial,0839322608,59778266-2586,599,2023-01-19
M001637,Jennifer,Jones,F,1964-05-23,55+,Boomer,0870376084,38062838-2531,5583,2022-10-04
M001638,Mark,Jones,M,1967-06-19,55+,Gen X,0894437310,42374658-1723,7798,2023-09-06
M001639,Thomas,Anderson,M,1992-08-15,25-34,Millennial,0854391723,23434328-2453,8252,2025-04-19
M001640,Mary,Miller,F,1961-09-24,55+,Boomer,0857902263,70714168-3691,440,2021-11-19
M001641,Matthew,Jones,M,1993-12-15,25-34,Millennial,0831066031,41436416-1740,2939,2022-04-07
M001642,Robert,Davis,M,2002-04-07,18-24,Gen Z,0870326441,40282898-3203,515,2021-12-24
M001643,William,Hernandez,M,1986-03-29,35-44,Millennial,0867958238,30660064-2036,2606,2024-07-01
M001644,William,Smith,M,1971-12-20,45-54,Gen X,0866419315,24565901-2389,2581,2022-02-05
M001645,Jennifer,Miller,F,1991-03-21,25-34,Millennial,0832305534,45720719-9523,9093,2025-10-19
M001646,Sarah,Williams,F,1967-06-21,55+,Gen X,0898653040,86140861-4532,7357,2024-03-20
M001647,Elizabeth,Garcia,F,1989-05-08,35-44,Millennial,0838742337,12688078-4215,6648,2023-07-25
M001648,Jennifer,Anderson,F,1969-01-19,55+,Gen X,0827015981,17219866-4764,8741,2021-09-16
M001649,Lisa,Martinez,F,1961-01-11,55+,Boomer,0817090950,79518667-3945,8831,2022-03-08
M001650,Christopher,Anderson,M,1967-06-15,55+,Gen X,0819955322,42412874-9831,9048,2021-06-17
M001651,Robert,Jones,M,1984-06-07,35-44,Millennial,0828277763,33932371-1721,7007,2024-04-05
M001652,Anthony,Hernandez,M,2000-06-19,25-34,Gen Z,0829840362,93864611-8247,1170,2024-12-21
M001653,Anthony,Wilson,M,1985-07-23,35-44,Millennial,0832096886,47085870-6532,490,2021-01-25
M001654,Mark,Hernandez,M,1962-03-09,55+,Boomer,0814073160,21225138-6283,2702,2025-02-03
M001655,Thomas,Wilson,M,1999-07-31,25-34,Gen Z,0882347561,96912383-7087,937,2025-01-24
M001656,William,Garcia,M,1981-04-06,35-44,Millennial,0825456185,77648431-5749,4786,2023-03-03
M001657,Daniel,Hernandez,M,1969-06-16,55+,Gen X,0873992105,48545157-9046,8556,2021-03-06
M001658,Karen,Martinez,F,2003-10-02,18-24,Gen Z,0860928280,72931255-1661,8309,2024-08-01
M001659,Daniel,Smith,M,2005-04-06,18-24,Gen Z,0845069118,42965597-7191,5658,2023-02-12
M001660,Karen,Williams,F,1980-09-04,45-54,Gen X,0885564783,26501040-4863,6766,2022-05-17
M001661,William,Garcia,M,1964-02-24,55+,Boomer,0859151960,51624456-3789,9450,2024-12-02
M001662,Matthew,Davis,M,2002-08-15,18-24,Gen Z,0837906082,42264580-7720,9864,2025-09-15
M001663,Margaret,Smith,F,1966-04-29,55+,Gen X,0880574608,34798930-3060,1057,2021-05-26
M001664,Michael,Anderson,M,1980-11-07,45-54,Gen X,0880944243,26678492-9671,81,2023-11-24
M001665,Lisa,Williams,F,1970-07-20,55+,Gen X,0876900453,43422272-9448,3176,2024-12-25
M001666,Christopher,Hernandez,M,2001-08-19,18-24,Gen Z,0845943432,42511183-3537,1073,2022-12-13
M001667,Betty,Williams,F,1972-05-30,45-54,Gen X,0896595409,99858121-6038,6678,2023-03-01
M001668,Richard,Wilson,M,1961-01-14,55+,Boomer,0859426552,80910050-8059,3504,2021-05-25
M001669,Jennifer,Davis,F,2003-08-24,18-24,Gen Z,0849141287,94776255-7387,2566,2023-06-25
M001670,Mary,Williams,F,1980-11-19,45-54,Gen X,0859532732,55624728-9904,3063,2023-04-28
M001671,Matthew,Johnson,M,1975-09-06,45-54,Gen X,0851302750,65189205-5584,4761,2025-10-27
M001672,Mark,Brown,M,1999-09-05,25-34,Gen Z,0842405983,84637179-9207,8499,2022-05-11
M001673,Thomas,Martinez,M,1962-02-18,55+,Boomer,0855624499,15038665-5746,942,2023-04-07
M001674,James,Wilson,M,1983-12-07,35-44,Millennial,0880627050,44590202-6162,2001,2024-12-08
M001675,Mark,Johnson,M,2001-01-22,25-34,Gen Z,0890511200,71034694-9621,7642,2021-09-02
M001676,James,Martinez,M,2000-04-22,25-34,Gen Z,0836573788,76113110-4551,2207,2024-11-11
M001677,John,Miller,M,2004-01-31,18-24,Gen Z,0821256208,92124494-9272,8137,2023-07-04
M001678,Karen,Anderson,F,1979-06-08,45-54,Gen X,0880393718,11125006-1174,3028,2022-01-26
M001679,Daniel,Johnson,M,1984-08-15,35-44,Millennial,0825034348,83784912-3095,9784,2025-01-08
M001680,Susan,Davis,F,1965-03-26,55+,Gen X,0876753409,45418333-5647,9766,2021-12-14
M001681,Daniel,Hernandez,M,1992-08-25,25-34,Millennial,0859379352,91838269-6665,2194,2021-02-10
M001682,Mark,Johnson,M,1972-04-25,45-54,Gen X,0887178979,48498499-2783,8834,2023-04-08
M001683,Karen,Davis,F,1985-03-02,35-44,Millennial,0888726359,28695677-7672,3190,2022-12-06
M001684,Daniel,Martinez,M,1974-01-02,45-54,Gen X,0819865211,42231365-8393,4505,2023-06-14
M001685,Michael,Jones,M,2003-03-20,18-24,Gen Z,0849453084,27455344-9514,8783,2024-12-02
M001686,Lisa,Smith,F,1984-11-14,35-44,Millennial,0876085524,63082648-8023,7133,2021-09-23
M001687,Michael,Lopez,M,1997-08-06,25-34,Gen Z,0812411735,15658420-4161,907,2025-04-12
M001688,Jessica,Martinez,F,2001-02-26,25-34,Gen Z,0861846177,30668431-8465,1190,2023-12-07
M001689,David,Wilson,M,1992-11-03,25-34,Millennial,0855705619,57754042-1852,7041,2025-09-06
M001690,Nancy,Johnson,F,1974-05-02,45-54,Gen X,0875131857,66971876-3336,3454,2025-05-10
M001691,Michael,Brown,M,1986-06-05,35-44,Millennial,0810665587,80841442-8330,3179,2023-05-08
M001692,Lisa,Rodriguez,F,1973-01-08,45-54,Gen X,0864687986,16190199-4472,3829,2023-10-24
M001693,John,Johnson,M,1963-09-13,55+,Boomer,0870603852,12423190-1778,8313,2023-10-19
M001694,Mark,Jones,M,1987-05-26,35-44,Millennial,0834397834,12117054-8423,4181,2025-03-13
M001695,Margaret,Martinez,F,1969-09-08,55+,Gen X,0898150338,49783700-8474,1468,2025-05-05
M001696,Nancy,Miller,F,1965-06-02,55+,Gen X,0843312949,29720859-6412,9262,2021-05-01
M001697,Nancy,Martinez,F,1993-12-14,25-34,Millennial,0835551798,24543144-4030,3654,2023-03-25
M001698,Jessica,Martinez,F,1971-02-19,55+,Gen X,0864736553,93512668-1376,9140,2024-03-13
M001699,Thomas,Wilson,M,1980-03-01,45-54,Gen X,0896159185,69322805-3849,3537,2023-09-24
M001700,Christopher,Martinez,M,1991-09-29,25-34,Millennial,0899945548,98925059-6927,3997,2025-03-22
M001701,Robert,Anderson,M,2005-09-15,18-24,Gen Z,0864689989,99064587-2930,2334,2025-10-14
M001702,Mary,Rodriguez,F,1996-08-17,25-34,Millennial,0889257196,58146877-9921,2402,2024-11-09
M001703,Mark,Rodriguez,M,1981-05-27,35-44,Millennial,0860774044,56267189-7667,1192,2022-01-18
M001704,Margaret,Miller,F,1999-04-02,25-34,Gen Z,0829557879,35539836-9659,5139,2025-06-25
M001705,Robert,Anderson,M,1993-10-28,25-34,Millennial,0863508647,82674616-3440,3942,2025-05-28
M001706,Lisa,Smith,F,2004-12-16,18-24,Gen Z,0874212086,40029161-1016,106,2025-07-20
M001707,Jessica,Johnson,F,2003-01-11,18-24,Gen Z,0861967417,77632223-4310,1229,2021-11-07
M001708,Mary,Smith,F,2001-08-31,18-24,Gen Z,0880841778,17514347-5575,1312,2023-11-20
M001709,Anthony,Garcia,M,2002-07-22,18-24,Gen Z,0864732787,33781932-9549,3209,2025-08-21
M001710,Lisa,Williams,F,2002-09-04,18-24,Gen Z,0839596454,95564188-5584,4425,2021-08-15
M001711,Nancy,Jones,F,1980-12-23,45-54,Gen X,0817809055,70267126-3289,6606,2024-11-05
M001712,William,Smith,M,1971-01-31,55+,Gen X,0876047752,93938382-8768,6299,2021-03-19
M001713,Mark,Wilson,M,1990-03-03,35-44,Millennial,0863321871,80327598-9741,4305,2021-04-07
M001714,Thomas,Brown,M,2001-01-03,25-34,Gen Z,0852171230,58033697-3805,3319,2023-07-04
M001715,Karen,Johnson,F,1977-03-12,45-54,Gen X,0837503499,32048331-2665,1287,2025-03-01
M001716,Jennifer,Brown,F,1978-11-16,45-54,Gen X,0878893211,99876603-6206,2168,2024-08-18
M001717,Jessica,Johnson,F,1993-11-22,25-34,Millennial,0870061004,19977213-9932,4861,2023-05-19
M001718,Anthony,Williams,M,1968-10-05,55+,Gen X,0816413678,28904718-7481,4817,2025-01-27
M001719,Richard,Jones,M,1988-02-16,35-44,Millennial,0841743500,70631334-4356,4098,2021-07-16
M001720,David,Davis,M,1974-04-11,45-54,Gen X,0878906145,32859720-4058,1231,2021-03-21
M001721,Thomas,Anderson,M,1968-06-18,55+,Gen X,0834480241,23735568-4168,4277,2025-07-06
M001722,Betty,Anderson,F,1974-04-01,45-54,Gen X,0891402258,68778104-4831,6979,2022-09-08
M001723,Christopher,Williams,M,1971-04-05,45-54,Gen X,0852740512,64817898-1477,5545,2022-10-25
M001724,Betty,Smith,F,1974-03-24,45-54,Gen X,0889002110,83094754-8023,6599,2021-08-16
M001725,Richard,Anderson,M,1974-11-18,45-54,Gen X,0864369546,79562011-3400,253,2023-01-13
M001726,Michael,Hernandez,M,1995-12-11,25-34,Millennial,0840052451,94446429-6722,5372,2022-02-13
M001727,Mary,Wilson,F,1984-06-12,35-44,Millennial,0870033217,24079562-5340,6634,2025-03-24
M001728,Christopher,Hernandez,M,1995-02-04,25-34,Millennial,0886587087,28621916-6363,9303,2024-08-25
M001729,Christopher,Martinez,M,1971-04-04,45-54,Gen X,0846039806,41570584-8044,9977,2025-05-26
M001730,David,Williams,M,2003-09-23,18-24,Gen Z,0814551461,91224076-4765,8884,2024-12-20
M001731,Karen,Jones,F,1965-01-13,55+,Gen X,0850015306,91281938-6533,9989,2025-09-21
M001732,Matthew,Johnson,M,1987-09-19,35-44,Millennial,0870648113,94029135-9940,8315,2024-01-23
M001733,Jennifer,Garcia,F,1994-11-13,25-34,Millennial,0883010270,63908997-8333,6397,2024-04-18
M001734,John,Martinez,M,1977-10-28,45-54,Gen X,0861062905,20467889-2040,7559,2024-10-18
M001735,Jessica,Rodriguez,F,1996-04-27,25-34,Millennial,0887120547,68581283-9287,8146,2022-03-11
M001736,Thomas,Lopez,M,2003-04-16,18-24,Gen Z,0881422711,52715309-9591,10,2024-11-06
M001737,William,Smith,M,1961-11-04,55+,Boomer,0814012808,99062872-6904,6392,2024-12-20
M001738,Lisa,Davis,F,1970-02-28,55+,Gen X,0814111644,26753792-3751,4580,2025-03-25
M001739,Susan,Jones,F,1989-12-11,35-44,Millennial,0880274372,62770835-8547,9725,2024-04-05
M001740,Nancy,Jones,F,1994-04-21,25-34,Millennial,0843101419,95087196-3180,8727,2025-05-26
M001741,Patricia,Anderson,F,1993-06-07,25-34,Millennial,0886852328,23838198-6573,6633,2022-05-03
M001742,Linda,Rodriguez,F,1984-07-11,35-44,Millennial,0833877142,56083747-7374,2747,2025-03-13
M001743,Anthony,Brown,M,1984-06-17,35-44,Millennial,0891595999,59667523-2674,3662,2025-02-18
M001744,Susan,Garcia,F,2004-04-14,18-24,Gen Z,0875717309,79650275-5306,6328,2025-06-01
M001745,Margaret,Davis,F,1962-10-25,55+,Boomer,0845125720,40092515-1124,3181,2023-11-20
M001746,Matthew,Rodriguez,M,1970-02-09,55+,Gen X,0825193029,74587898-8933,2700,2021-04-17
M001747,Nancy,Brown,F,1989-02-23,35-44,Millennial,0821544089,58885275-4443,6463,2023-02-11
M001748,Sarah,Johnson,F,1985-09-29,35-44,Millennial,0837151869,24391123-4548,2842,2023-10-07
M001749,Sarah,Lopez,F,1973-01-28,45-54,Gen X,0841963795,67210317-8329,5198,2021-01-20
M001750,Linda,Lopez,F,1965-01-24,55+,Gen X,0848047880,21695334-1576,5797,2022-08-13
M001751,Anthony,Martinez,M,1972-07-19,45-54,Gen X,0885361321,18072166-3156,7831,2021-05-12
M001752,James,Anderson,M,1973-06-22,45-54,Gen X,0884867294,56750216-7589,2667,2022-06-18
M001753,Jessica,Smith,F,1985-05-21,35-44,Millennial,0877973150,65769166-8369,8829,2024-05-10
M001754,David,Davis,M,1960-09-30,55+,Boomer,0878479007,55269670-5581,8869,2023-12-19
M001755,Susan,Wilson,F,1985-03-16,35-44,Millennial,0892362416,48659084-3912,8225,2022-05-20
M001756,Michael,Wilson,M,1961-08-14,55+,Boomer,0854599850,13408559-3230,102,2021-01-05
M001757,Susan,Hernandez,F,1991-05-18,25-34,Millennial,0896884510,41150534-2191,3873,2022-11-27
M001758,Mark,Garcia,M,1986-02-08,35-44,Millennial,0837963448,10747553-6308,5569,2024-01-17
M001759,Matthew,Hernandez,M,1978-06-06,45-54,Gen X,0834447629,23471350-5651,4968,2023-09-17
M001760,Jessica,Martinez,F,1966-07-12,55+,Gen X,0829337067,77053091-4638,6931,2024-11-26
M001761,Betty,Jones,F,1964-08-21,55+,Boomer,0830093022,10854347-3125,6001,2025-12-23
M001762,William,Jones,M,1993-02-06,25-34,Millennial,0880575394,39318337-3832,8902,2021-12-05
M001763,Michael,Williams,M,1993-05-07,25-34,Millennial,0829221670,96590284-1116,4994,2025-02-02
