Member_ID,YEAR,YEAR_SORT,TotalSpend,TotalQty,TotalTxn,MaxSaleDate,FirstPurchaseDate,Point_Range,Total_point,GENDER,Generation,MOBILE_NO,FIRST_NAME,LAST_NAME,BIRTHDATE,UUID,Age_Range,Year_End,Mode_ProductCategory,Cumulative_TotalTxn,Active_Years_Count,Cumulative_Last_Txn,LAP_Days,Recency_Text
M001565,2021,2021,2530.12,32.0,16.0,2021-12-23,2021-05-24,"2,001-5,000",2677,M,Gen X,838268399,Richard,Rodriguez,1969-11-09,10076098-2085,55+,2021-12-31,Beverage,16,1,2021-12-23,8.0,Active
M001565,2022,2022,3744.56,19.0,19.0,2022-12-20,2021-05-24,"2,001-5,000",2677,M,Gen X,838268399,Richard,Rodriguez,1969-11-09,10076098-2085,55+,2022-12-31,Pastry,35,2,2022-12-20,11.0,Active
M001565,2023,2023,3115.81,24.0,12.0,2023-12-05,2021-05-24,"2,001-5,000",2677,M,Gen X,838268399,Richard,Rodriguez,1969-11-09,10076098-2085,55+,2023-12-31,Sandwich,47,3,2023-12-05,26.0,Active
M001565,2024,2024,2052.97,60.0,20.0,2024-12-15,2021-05-24,"2,001-5,000",2677,M,Gen X,838268399,Richard,Rodriguez,1969-11-09,10076098-2085,55+,2024-12-31,Beverage,67,4,2024-12-15,16.0,Active
M001565,2025,2025,3106.53,17.0,17.0,2025-03-12,2021-05-24,"2,001-5,000",2677,M,Gen X,838268399,Richard,Rodriguez,1969-11-09,10076098-2085,55+,2025-03-28,Beverage,84,5,2025-03-12,16.0,Active
M001566,2021,2021,0.0,0.0,0.0,,2024-06-20,"1,001-2,000",1310,F,Millennial,832226983,Margaret,Johnson,1991-07-18,76234064-2871,25-34,2021-12-31,,0,0,,,Never Purchased
M001566,2022,2022,0.0,0.0,0.0,,2024-06-20,"1,001-2,000",1310,F,Millennial,832226983,Margaret,Johnson,1991-07-18,76234064-2871,25-34,2022-12-31,,0,0,,,Never Purchased
M001566,2023,2023,0.0,0.0,0.0,,2024-06-20,"1,001-2,000",1310,F,Millennial,832226983,Margaret,Johnson,1991-07-18,76234064-2871,25-34,2023-12-31,,0,0,,,Never Purchased
M001566,2024,2024,1550.32,16.0,8.0,2024-12-01,2024-06-20,"1,001-2,000",1310,F,Millennial,832226983,Margaret,Johnson,1991-07-18,76234064-2871,25-34,2024-12-31,Merchandise,8,1,2024-12-01,30.0,Active
M001566,2025,2025,2334.15,20.0,10.0,2025-03-07,2024-06-20,"1,001-2,000",1310,F,Millennial,832226983,Margaret,Johnson,1991-07-18,76234064-2871,25-34,2025-03-28,Merchandise,18,2,2025-03-07,21.0,Active
M001567,2021,2021,0.0,0.0,0.0,,2022-11-22,"5,001+",8629,F,Gen X,883541296,Sarah,Jones,1969-06-07,54372362-6349,55+,2021-12-31,,0,0,,,Never Purchased
M001567,2022,2022,1712.34,20.0,10.0,2022-12-22,2022-11-22,"5,001+",8629,F,Gen X,883541296,Sarah,Jones,1969-06-07,54372362-6349,55+,2022-12-31,Sandwich,10,1,2022-12-22,9.0,Active
M001567,2023,2023,2331.95,16.0,8.0,2023-12-27,2022-11-22,"5,001+",8629,F,Gen X,883541296,Sarah,Jones,1969-06-07,54372362-6349,55+,2023-12-31,Coffee,18,2,2023-12-27,4.0,Active
M001567,2024,2024,1830.27,14.0,7.0,2024-12-15,2022-11-22,"5,001+",8629,F,Gen X,883541296,Sarah,Jones,1969-06-07,54372362-6349,55+,2024-12-31,Coffee,25,3,2024-12-15,16.0,Active
M001567,2025,2025,0.0,0.0,0.0,,2022-11-22,"5,001+",8629,F,Gen X,883541296,Sarah,Jones,1969-06-07,54372362-6349,55+,2025-03-28,,25,3,2024-12-15,103.0,At Risk
M001568,2021,2021,0.0,0.0,0.0,,2023-09-10,"2,001-5,000",4459,F,Millennial,812983015,Margaret,Martinez,1990-11-19,68233497-8919,35-44,2021-12-31,,0,0,,,Never Purchased
M001568,2022,2022,0.0,0.0,0.0,,2023-09-10,"2,001-5,000",4459,F,Millennial,812983015,Margaret,Martinez,1990-11-19,68233497-8919,35-44,2022-12-31,,0,0,,,Never Purchased
M001568,2023,2023,71.39,3.0,1.0,2023-12-12,2023-09-10,"2,001-5,000",4459,F,Millennial,812983015,Margaret,Martinez,1990-11-19,68233497-8919,35-44,2023-12-31,Sandwich,1,1,2023-12-12,19.0,Active
M001568,2024,2024,629.92,3.0,3.0,2024-12-26,2023-09-10,"2,001-5,000",4459,F,Millennial,812983015,Margaret,Martinez,1990-11-19,68233497-8919,35-44,2024-12-31,Dessert,4,2,2024-12-26,5.0,Active
M001568,2025,2025,822.86,10.0,5.0,2025-03-11,2023-09-10,"2,001-5,000",4459,F,Millennial,812983015,Margaret,Martinez,1990-11-19,68233497-8919,35-44,2025-03-28,Pastry,9,3,2025-03-11,17.0,Active
M001569,2021,2021,0.0,0.0,0.0,,2025-04-28,"2,001-5,000",2424,F,Gen Z,850311286,Betty,Miller,2002-05-13,44580161-2744,18-24,2021-12-31,,0,0,,,Never Purchased
M001569,2022,2022,0.0,0.0,0.0,,2025-04-28,"2,001-5,000",2424,F,Gen Z,850311286,Betty,Miller,2002-05-13,44580161-2744,18-24,2022-12-31,,0,0,,,Never Purchased
M001569,2023,2023,0.0,0.0,0.0,,2025-04-28,"2,001-5,000",2424,F,Gen Z,850311286,Betty,Miller,2002-05-13,44580161-2744,18-24,2023-12-31,,0,0,,,Never Purchased
M001569,2024,2024,0.0,0.0,0.0,,2025-04-28,"2,001-5,000",2424,F,Gen Z,850311286,Betty,Miller,2002-05-13,44580161-2744,18-24,2024-12-31,,0,0,,,Never Purchased
M001569,2025,2025,1726.53,10.0,10.0,2025-03-09,2025-04-28,"2,001-5,000",2424,F,Gen Z,850311286,Betty,Miller,2002-05-13,44580161-2744,18-24,2025-03-28,Merchandise,10,1,2025-03-09,19.0,Active
M001570,2021,2021,0.0,0.0,0.0,,2024-07-19,"5,001+",6760,M,Gen Z,882774096,James,Davis,1997-01-21,77893186-6947,25-34,2021-12-31,,0,0,,,Never Purchased
M001570,2022,2022,0.0,0.0,0.0,,2024-07-19,"5,001+",6760,M,Gen Z,882774096,James,Davis,1997-01-21,77893186-6947,25-34,2022-12-31,,0,0,,,Never Purchased
M001570,2023,2023,0.0,0.0,0.0,,2024-07-19,"5,001+",6760,M,Gen Z,882774096,James,Davis,1997-01-21,77893186-6947,25-34,2023-12-31,,0,0,,,Never Purchased
M001570,2024,2024,1631.99,14.0,7.0,2024-12-23,2024-07-19,"5,001+",6760,M,Gen Z,882774096,James,Davis,1997-01-21,77893186-6947,25-34,2024-12-31,Merchandise,7,1,2024-12-23,8.0,Active
M001570,2025,2025,1220.0,24.0,8.0,2025-03-08,2024-07-19,"5,001+",6760,M,Gen Z,882774096,James,Davis,1997-01-21,77893186-6947,25-34,2025-03-28,Sandwich,15,2,2025-03-08,20.0,Active
M001571,2021,2021,1362.87,6.0,6.0,2021-12-11,2021-07-13,"5,001+",5143,F,Millennial,893625448,Elizabeth,Johnson,1990-12-21,74582036-2086,35-44,2021-12-31,Coffee,6,1,2021-12-11,20.0,Active
M001571,2022,2022,1715.61,7.0,7.0,2022-12-22,2021-07-13,"5,001+",5143,F,Millennial,893625448,Elizabeth,Johnson,1990-12-21,74582036-2086,35-44,2022-12-31,Beverage,13,2,2022-12-22,9.0,Active
M001571,2023,2023,826.85,20.0,10.0,2023-12-21,2021-07-13,"5,001+",5143,F,Millennial,893625448,Elizabeth,Johnson,1990-12-21,74582036-2086,35-44,2023-12-31,Merchandise,23,3,2023-12-21,10.0,Active
M001571,2024,2024,883.61,12.0,6.0,2024-12-11,2021-07-13,"5,001+",5143,F,Millennial,893625448,Elizabeth,Johnson,1990-12-21,74582036-2086,35-44,2024-12-31,Merchandise,29,4,2024-12-11,20.0,Active
M001571,2025,2025,585.43,18.0,9.0,2025-03-23,2021-07-13,"5,001+",5143,F,Millennial,893625448,Elizabeth,Johnson,1990-12-21,74582036-2086,35-44,2025-03-28,Dessert,38,5,2025-03-23,5.0,Active
M001572,2021,2021,0.0,0.0,0.0,,2022-08-16,"5,001+",5046,F,Gen X,854799978,Linda,Miller,1976-03-02,59711575-2937,45-54,2021-12-31,,0,0,,,Never Purchased
M001572,2022,2022,701.54,3.0,3.0,2022-12-21,2022-08-16,"5,001+",5046,F,Gen X,854799978,Linda,Miller,1976-03-02,59711575-2937,45-54,2022-12-31,Beverage,3,1,2022-12-21,10.0,Active
M001572,2023,2023,152.44,1.0,1.0,2023-12-14,2022-08-16,"5,001+",5046,F,Gen X,854799978,Linda,Miller,1976-03-02,59711575-2937,45-54,2023-12-31,Dessert,4,2,2023-12-14,17.0,Active
M001572,2024,2024,317.59,4.0,2.0,2024-12-10,2022-08-16,"5,001+",5046,F,Gen X,854799978,Linda,Miller,1976-03-02,59711575-2937,45-54,2024-12-31,Sandwich,6,3,2024-12-10,21.0,Active
M001572,2025,2025,495.68,10.0,5.0,2025-03-12,2022-08-16,"5,001+",5046,F,Gen X,854799978,Linda,Miller,1976-03-02,59711575-2937,45-54,2025-03-28,Coffee,11,4,2025-03-12,16.0,Active
M001573,2021,2021,0.0,0.0,0.0,,2023-03-20,"2,001-5,000",2701,F,Gen X,841556108,Nancy,Brown,1980-08-08,48449029-4985,45-54,2021-12-31,,0,0,,,Never Purchased
M001573,2022,2022,0.0,0.0,0.0,,2023-03-20,"2,001-5,000",2701,F,Gen X,841556108,Nancy,Brown,1980-08-08,48449029-4985,45-54,2022-12-31,,0,0,,,Never Purchased
M001573,2023,2023,4381.94,51.0,17.0,2023-12-26,2023-03-20,"2,001-5,000",2701,F,Gen X,841556108,Nancy,Brown,1980-08-08,48449029-4985,45-54,2023-12-31,Coffee,17,1,2023-12-26,5.0,Active
M001573,2024,2024,2261.12,26.0,13.0,2024-12-25,2023-03-20,"2,001-5,000",2701,F,Gen X,841556108,Nancy,Brown,1980-08-08,48449029-4985,45-54,2024-12-31,Beverage,30,2,2024-12-25,6.0,Active
M001573,2025,2025,1673.68,14.0,14.0,2025-03-04,2023-03-20,"2,001-5,000",2701,F,Gen X,841556108,Nancy,Brown,1980-08-08,48449029-4985,45-54,2025-03-28,Beverage,44,3,2025-03-04,24.0,Active
M001574,2021,2021,0.0,0.0,0.0,,2025-07-16,"2,001-5,000",2458,F,Gen Z,821018586,Nancy,Miller,2001-01-19,21047495-1139,25-34,2021-12-31,,0,0,,,Never Purchased
M001574,2022,2022,0.0,0.0,0.0,,2025-07-16,"2,001-5,000",2458,F,Gen Z,821018586,Nancy,Miller,2001-01-19,21047495-1139,25-34,2022-12-31,,0,0,,,Never Purchased
M001574,2023,2023,0.0,0.0,0.0,,2025-07-16,"2,001-5,000",2458,F,Gen Z,821018586,Nancy,Miller,2001-01-19,21047495-1139,25-34,2023-12-31,,0,0,,,Never Purchased
M001574,2024,2024,0.0,0.0,0.0,,2025-07-16,"2,001-5,000",2458,F,Gen Z,821018586,Nancy,Miller,2001-01-19,21047495-1139,25-34,2024-12-31,,0,0,,,Never Purchased
M001574,2025,2025,3735.49,19.0,19.0,2025-03-13,2025-07-16,"2,001-5,000",2458,F,Gen Z,821018586,Nancy,Miller,2001-01-19,21047495-1139,25-34,2025-03-28,Pastry,19,1,2025-03-13,15.0,Active
M001575,2021,2021,0.0,0.0,0.0,,2022-01-05,"5,001+",7720,M,Boomer,830386018,Mark,Wilson,1961-04-24,16893126-1034,55+,2021-12-31,,0,0,,,Never Purchased
M001575,2022,2022,533.67,12.0,4.0,2022-12-28,2022-01-05,"5,001+",7720,M,Boomer,830386018,Mark,Wilson,1961-04-24,16893126-1034,55+,2022-12-31,Merchandise,4,1,2022-12-28,3.0,Active
M001575,2023,2023,403.69,4.0,2.0,2023-12-12,2022-01-05,"5,001+",7720,M,Boomer,830386018,Mark,Wilson,1961-04-24,16893126-1034,55+,2023-12-31,Coffee,6,2,2023-12-12,19.0,Active
M001575,2024,2024,0.0,0.0,0.0,,2022-01-05,"5,001+",7720,M,Boomer,830386018,Mark,Wilson,1961-04-24,16893126-1034,55+,2024-12-31,,6,2,2023-12-12,385.0,Dormant
M001575,2025,2025,912.7,10.0,5.0,2025-03-16,2022-01-05,"5,001+",7720,M,Boomer,830386018,Mark,Wilson,1961-04-24,16893126-1034,55+,2025-03-28,Dessert,11,3,2025-03-16,12.0,Active
M001576,2021,2021,0.0,0.0,0.0,,2022-05-11,"501-1,000",662,F,Boomer,857949350,Susan,Hernandez,1962-03-28,99396822-2433,55+,2021-12-31,,0,0,,,Never Purchased
M001576,2022,2022,339.12,2.0,2.0,2022-12-02,2022-05-11,"501-1,000",662,F,Boomer,857949350,Susan,Hernandez,1962-03-28,99396822-2433,55+,2022-12-31,Coffee,2,1,2022-12-02,29.0,Active
M001576,2023,2023,477.11,2.0,2.0,2023-12-24,2022-05-11,"501-1,000",662,F,Boomer,857949350,Susan,Hernandez,1962-03-28,99396822-2433,55+,2023-12-31,Sandwich,4,2,2023-12-24,7.0,Active
M001576,2024,2024,426.77,5.0,5.0,2024-12-25,2022-05-11,"501-1,000",662,F,Boomer,857949350,Susan,Hernandez,1962-03-28,99396822-2433,55+,2024-12-31,Beverage,9,3,2024-12-25,6.0,Active
M001576,2025,2025,387.11,4.0,2.0,2025-03-23,2022-05-11,"501-1,000",662,F,Boomer,857949350,Susan,Hernandez,1962-03-28,99396822-2433,55+,2025-03-28,Pastry,11,4,2025-03-23,5.0,Active
M001577,2021,2021,0.0,0.0,0.0,,2024-08-04,"2,001-5,000",2784,M,Gen Z,892458452,John,Martinez,2001-02-19,10028603-4149,25-34,2021-12-31,,0,0,,,Never Purchased
M001577,2022,2022,0.0,0.0,0.0,,2024-08-04,"2,001-5,000",2784,M,Gen Z,892458452,John,Martinez,2001-02-19,10028603-4149,25-34,2022-12-31,,0,0,,,Never Purchased
M001577,2023,2023,0.0,0.0,0.0,,2024-08-04,"2,001-5,000",2784,M,Gen Z,892458452,John,Martinez,2001-02-19,10028603-4149,25-34,2023-12-31,,0,0,,,Never Purchased
M001577,2024,2024,361.05,9.0,3.0,2024-12-18,2024-08-04,"2,001-5,000",2784,M,Gen Z,892458452,John,Martinez,2001-02-19,10028603-4149,25-34,2024-12-31,Coffee,3,1,2024-12-18,13.0,Active
M001577,2025,2025,0.0,0.0,0.0,,2024-08-04,"2,001-5,000",2784,M,Gen Z,892458452,John,Martinez,2001-02-19,10028603-4149,25-34,2025-03-28,,3,1,2024-12-18,100.0,At Risk
M001578,2021,2021,1423.05,21.0,7.0,2021-12-04,2021-08-20,"2,001-5,000",2271,F,Gen X,819621170,Nancy,Jones,1966-06-24,92240163-5660,55+,2021-12-31,Merchandise,7,1,2021-12-04,27.0,Active
M001578,2022,2022,1396.19,18.0,9.0,2022-12-09,2021-08-20,"2,001-5,000",2271,F,Gen X,819621170,Nancy,Jones,1966-06-24,92240163-5660,55+,2022-12-31,Coffee,16,2,2022-12-09,22.0,Active
M001578,2023,2023,444.61,15.0,5.0,2023-12-15,2021-08-20,"2,001-5,000",2271,F,Gen X,819621170,Nancy,Jones,1966-06-24,92240163-5660,55+,2023-12-31,Dessert,21,3,2023-12-15,16.0,Active
M001578,2024,2024,1950.97,14.0,7.0,2024-12-19,2021-08-20,"2,001-5,000",2271,F,Gen X,819621170,Nancy,Jones,1966-06-24,92240163-5660,55+,2024-12-31,Sandwich,28,4,2024-12-19,12.0,Active
M001578,2025,2025,1514.58,6.0,6.0,2025-03-27,2021-08-20,"2,001-5,000",2271,F,Gen X,819621170,Nancy,Jones,1966-06-24,92240163-5660,55+,2025-03-28,Pastry,34,5,2025-03-27,1.0,Active
M001579,2021,2021,2981.95,10.0,10.0,2021-12-20,2021-07-28,"2,001-5,000",4648,F,Boomer,822901033,Linda,Hernandez,1961-07-01,76627763-4666,55+,2021-12-31,Beverage,10,1,2021-12-20,11.0,Active
M001579,2022,2022,2115.76,20.0,10.0,2022-12-09,2021-07-28,"2,001-5,000",4648,F,Boomer,822901033,Linda,Hernandez,1961-07-01,76627763-4666,55+,2022-12-31,Pastry,20,2,2022-12-09,22.0,Active
M001579,2023,2023,1325.84,7.0,7.0,2023-12-07,2021-07-28,"2,001-5,000",4648,F,Boomer,822901033,Linda,Hernandez,1961-07-01,76627763-4666,55+,2023-12-31,Merchandise,27,3,2023-12-07,24.0,Active
M001579,2024,2024,2712.85,30.0,10.0,2024-12-10,2021-07-28,"2,001-5,000",4648,F,Boomer,822901033,Linda,Hernandez,1961-07-01,76627763-4666,55+,2024-12-31,Pastry,37,4,2024-12-10,21.0,Active
M001579,2025,2025,774.09,14.0,7.0,2025-03-24,2021-07-28,"2,001-5,000",4648,F,Boomer,822901033,Linda,Hernandez,1961-07-01,76627763-4666,55+,2025-03-28,Beverage,44,5,2025-03-24,4.0,Active
M001580,2021,2021,0.0,0.0,0.0,,2023-11-23,"5,001+",5020,F,Boomer,870734656,Lisa,Williams,1961-07-22,58150867-9337,55+,2021-12-31,,0,0,,,Never Purchased
M001580,2022,2022,0.0,0.0,0.0,,2023-11-23,"5,001+",5020,F,Boomer,870734656,Lisa,Williams,1961-07-22,58150867-9337,55+,2022-12-31,,0,0,,,Never Purchased
M001580,2023,2023,2074.79,30.0,10.0,2023-12-11,2023-11-23,"5,001+",5020,F,Boomer,870734656,Lisa,Williams,1961-07-22,58150867-9337,55+,2023-12-31,Coffee,10,1,2023-12-11,20.0,Active
M001580,2024,2024,474.14,15.0,5.0,2024-12-15,2023-11-23,"5,001+",5020,F,Boomer,870734656,Lisa,Williams,1961-07-22,58150867-9337,55+,2024-12-31,Beverage,15,2,2024-12-15,16.0,Active
M001580,2025,2025,2988.61,10.0,10.0,2025-03-19,2023-11-23,"5,001+",5020,F,Boomer,870734656,Lisa,Williams,1961-07-22,58150867-9337,55+,2025-03-28,Pastry,25,3,2025-03-19,9.0,Active
M001581,2021,2021,0.0,0.0,0.0,,2024-03-23,"2,001-5,000",3943,F,Millennial,899423281,Jessica,Wilson,1990-10-07,53836805-4449,35-44,2021-12-31,,0,0,,,Never Purchased
M001581,2022,2022,0.0,0.0,0.0,,2024-03-23,"2,001-5,000",3943,F,Millennial,899423281,Jessica,Wilson,1990-10-07,53836805-4449,35-44,2022-12-31,,0,0,,,Never Purchased
M001581,2023,2023,0.0,0.0,0.0,,2024-03-23,"2,001-5,000",3943,F,Millennial,899423281,Jessica,Wilson,1990-10-07,53836805-4449,35-44,2023-12-31,,0,0,,,Never Purchased
M001581,2024,2024,557.75,4.0,4.0,2024-12-27,2024-03-23,"2,001-5,000",3943,F,Millennial,899423281,Jessica,Wilson,1990-10-07,53836805-4449,35-44,2024-12-31,Sandwich,4,1,2024-12-27,4.0,Active
M001581,2025,2025,321.76,4.0,2.0,2025-03-20,2024-03-23,"2,001-5,000",3943,F,Millennial,899423281,Jessica,Wilson,1990-10-07,53836805-4449,35-44,2025-03-28,Pastry,6,2,2025-03-20,8.0,Active
M001582,2021,2021,0.0,0.0,0.0,,2022-03-24,"5,001+",7355,M,Gen Z,825799861,John,Johnson,2002-05-15,29821270-2764,18-24,2021-12-31,,0,0,,,Never Purchased
M001582,2022,2022,1263.08,30.0,10.0,2022-12-25,2022-03-24,"5,001+",7355,M,Gen Z,825799861,John,Johnson,2002-05-15,29821270-2764,18-24,2022-12-31,Merchandise,10,1,2022-12-25,6.0,Active
M001582,2023,2023,858.96,20.0,10.0,2023-12-18,2022-03-24,"5,001+",7355,M,Gen Z,825799861,John,Johnson,2002-05-15,29821270-2764,18-24,2023-12-31,Merchandise,20,2,2023-12-18,13.0,Active
M001582,2024,2024,1972.96,20.0,10.0,2024-12-08,2022-03-24,"5,001+",7355,M,Gen Z,825799861,John,Johnson,2002-05-15,29821270-2764,18-24,2024-12-31,Merchandise,30,3,2024-12-08,23.0,Active
M001582,2025,2025,1923.49,30.0,10.0,2025-03-09,2022-03-24,"5,001+",7355,M,Gen Z,825799861,John,Johnson,2002-05-15,29821270-2764,18-24,2025-03-28,Dessert,40,4,2025-03-09,19.0,Active
M001583,2021,2021,0.0,0.0,0.0,,2024-07-04,"5,001+",7890,M,Millennial,852943014,Robert,Wilson,1984-03-28,87748344-4919,35-44,2021-12-31,,0,0,,,Never Purchased
M001583,2022,2022,0.0,0.0,0.0,,2024-07-04,"5,001+",7890,M,Millennial,852943014,Robert,Wilson,1984-03-28,87748344-4919,35-44,2022-12-31,,0,0,,,Never Purchased
M001583,2023,2023,0.0,0.0,0.0,,2024-07-04,"5,001+",7890,M,Millennial,852943014,Robert,Wilson,1984-03-28,87748344-4919,35-44,2023-12-31,,0,0,,,Never Purchased
M001583,2024,2024,1751.28,18.0,6.0,2024-12-15,2024-07-04,"5,001+",7890,M,Millennial,852943014,Robert,Wilson,1984-03-28,87748344-4919,35-44,2024-12-31,Pastry,6,1,2024-12-15,16.0,Active
M001583,2025,2025,1395.73,16.0,8.0,2025-03-18,2024-07-04,"5,001+",7890,M,Millennial,852943014,Robert,Wilson,1984-03-28,87748344-4919,35-44,2025-03-28,Beverage,14,2,2025-03-18,10.0,Active
M001584,2021,2021,0.0,0.0,0.0,,2022-06-03,"5,001+",6402,F,Gen X,814541408,Betty,Brown,1975-04-17,58883349-3564,45-54,2021-12-31,,0,0,,,Never Purchased
M001584,2022,2022,618.21,5.0,5.0,2022-12-15,2022-06-03,"5,001+",6402,F,Gen X,814541408,Betty,Brown,1975-04-17,58883349-3564,45-54,2022-12-31,Beverage,5,1,2022-12-15,16.0,Active
M001584,2023,2023,865.73,18.0,6.0,2023-12-20,2022-06-03,"5,001+",6402,F,Gen X,814541408,Betty,Brown,1975-04-17,58883349-3564,45-54,2023-12-31,Beverage,11,2,2023-12-20,11.0,Active
M001584,2024,2024,750.83,20.0,10.0,2024-12-11,2022-06-03,"5,001+",6402,F,Gen X,814541408,Betty,Brown,1975-04-17,58883349-3564,45-54,2024-12-31,Beverage,21,3,2024-12-11,20.0,Active
M001584,2025,2025,625.49,30.0,10.0,2025-03-01,2022-06-03,"5,001+",6402,F,Gen X,814541408,Betty,Brown,1975-04-17,58883349-3564,45-54,2025-03-28,Sandwich,31,4,2025-03-01,27.0,Active
M001585,2021,2021,0.0,0.0,0.0,,2023-08-05,"5,001+",6512,M,Millennial,835039993,John,Anderson,1989-08-27,76789013-8594,35-44,2021-12-31,,0,0,,,Never Purchased
M001585,2022,2022,0.0,0.0,0.0,,2023-08-05,"5,001+",6512,M,Millennial,835039993,John,Anderson,1989-08-27,76789013-8594,35-44,2022-12-31,,0,0,,,Never Purchased
M001585,2023,2023,7922.31,48.0,48.0,2023-12-04,2023-08-05,"5,001+",6512,M,Millennial,835039993,John,Anderson,1989-08-27,76789013-8594,35-44,2023-12-31,Dessert,48,1,2023-12-04,27.0,Active
M001585,2024,2024,0.0,0.0,0.0,,2023-08-05,"5,001+",6512,M,Millennial,835039993,John,Anderson,1989-08-27,76789013-8594,35-44,2024-12-31,,48,1,2023-12-04,393.0,Dormant
M001585,2025,2025,3027.33,81.0,27.0,2025-03-02,2023-08-05,"5,001+",6512,M,Millennial,835039993,John,Anderson,1989-08-27,76789013-8594,35-44,2025-03-28,Pastry,75,2,2025-03-02,26.0,Active
M001586,2021,2021,0.0,0.0,0.0,,2022-05-14,101-200,121,F,Gen X,852250180,Betty,Lopez,1978-04-14,86043568-4014,45-54,2021-12-31,,0,0,,,Never Purchased
M001586,2022,2022,1123.16,12.0,4.0,2022-12-10,2022-05-14,101-200,121,F,Gen X,852250180,Betty,Lopez,1978-04-14,86043568-4014,45-54,2022-12-31,Dessert,4,1,2022-12-10,21.0,Active
M001586,2023,2023,172.47,6.0,3.0,2023-12-19,2022-05-14,101-200,121,F,Gen X,852250180,Betty,Lopez,1978-04-14,86043568-4014,45-54,2023-12-31,Pastry,7,2,2023-12-19,12.0,Active
M001586,2024,2024,69.87,3.0,1.0,2024-12-04,2022-05-14,101-200,121,F,Gen X,852250180,Betty,Lopez,1978-04-14,86043568-4014,45-54,2024-12-31,Merchandise,8,3,2024-12-04,27.0,Active
M001586,2025,2025,446.75,6.0,3.0,2025-03-27,2022-05-14,101-200,121,F,Gen X,852250180,Betty,Lopez,1978-04-14,86043568-4014,45-54,2025-03-28,Pastry,11,4,2025-03-27,1.0,Active
M001587,2021,2021,0.0,0.0,0.0,,2024-05-07,"5,001+",9894,M,Gen Z,828836248,Thomas,Garcia,1997-02-19,42215392-9401,25-34,2021-12-31,,0,0,,,Never Purchased
M001587,2022,2022,0.0,0.0,0.0,,2024-05-07,"5,001+",9894,M,Gen Z,828836248,Thomas,Garcia,1997-02-19,42215392-9401,25-34,2022-12-31,,0,0,,,Never Purchased
M001587,2023,2023,0.0,0.0,0.0,,2024-05-07,"5,001+",9894,M,Gen Z,828836248,Thomas,Garcia,1997-02-19,42215392-9401,25-34,2023-12-31,,0,0,,,Never Purchased
M001587,2024,2024,846.44,5.0,5.0,2024-12-23,2024-05-07,"5,001+",9894,M,Gen Z,828836248,Thomas,Garcia,1997-02-19,42215392-9401,25-34,2024-12-31,Coffee,5,1,2024-12-23,8.0,Active
M001587,2025,2025,2967.75,10.0,10.0,2025-03-23,2024-05-07,"5,001+",9894,M,Gen Z,828836248,Thomas,Garcia,1997-02-19,42215392-9401,25-34,2025-03-28,Beverage,15,2,2025-03-23,5.0,Active
M001588,2021,2021,1657.79,6.0,6.0,2021-12-15,2021-02-16,"5,001+",5524,M,Gen Z,858416029,Richard,Smith,2005-04-21,56031713-7111,18-24,2021-12-31,Sandwich,6,1,2021-12-15,16.0,Active
M001588,2022,2022,1498.66,10.0,5.0,2022-12-01,2021-02-16,"5,001+",5524,M,Gen Z,858416029,Richard,Smith,2005-04-21,56031713-7111,18-24,2022-12-31,Pastry,11,2,2022-12-01,30.0,Active
M001588,2023,2023,2995.57,30.0,10.0,2023-12-28,2021-02-16,"5,001+",5524,M,Gen Z,858416029,Richard,Smith,2005-04-21,56031713-7111,18-24,2023-12-31,Beverage,21,3,2023-12-28,3.0,Active
M001588,2024,2024,1550.73,6.0,6.0,2024-12-16,2021-02-16,"5,001+",5524,M,Gen Z,858416029,Richard,Smith,2005-04-21,56031713-7111,18-24,2024-12-31,Merchandise,27,4,2024-12-16,15.0,Active
M001588,2025,2025,372.13,5.0,5.0,2025-03-10,2021-02-16,"5,001+",5524,M,Gen Z,858416029,Richard,Smith,2005-04-21,56031713-7111,18-24,2025-03-28,Dessert,32,5,2025-03-10,18.0,Active
M001589,2021,2021,0.0,0.0,0.0,,2024-09-19,"5,001+",8697,M,Millennial,898404605,James,Williams,1984-04-01,77777421-5480,35-44,2021-12-31,,0,0,,,Never Purchased
M001589,2022,2022,0.0,0.0,0.0,,2024-09-19,"5,001+",8697,M,Millennial,898404605,James,Williams,1984-04-01,77777421-5480,35-44,2022-12-31,,0,0,,,Never Purchased
M001589,2023,2023,0.0,0.0,0.0,,2024-09-19,"5,001+",8697,M,Millennial,898404605,James,Williams,1984-04-01,77777421-5480,35-44,2023-12-31,,0,0,,,Never Purchased
M001589,2024,2024,1540.63,6.0,6.0,2024-12-18,2024-09-19,"5,001+",8697,M,Millennial,898404605,James,Williams,1984-04-01,77777421-5480,35-44,2024-12-31,Dessert,6,1,2024-12-18,13.0,Active
M001589,2025,2025,1315.9,18.0,6.0,2025-03-09,2024-09-19,"5,001+",8697,M,Millennial,898404605,James,Williams,1984-04-01,77777421-5480,35-44,2025-03-28,Coffee,12,2,2025-03-09,19.0,Active
M001590,2021,2021,0.0,0.0,0.0,,2024-01-10,"5,001+",8827,M,Gen Z,889319341,Richard,Wilson,2003-07-22,83433630-5754,18-24,2021-12-31,,0,0,,,Never Purchased
M001590,2022,2022,0.0,0.0,0.0,,2024-01-10,"5,001+",8827,M,Gen Z,889319341,Richard,Wilson,2003-07-22,83433630-5754,18-24,2022-12-31,,0,0,,,Never Purchased
